surname,strength,surname_clean,surname_eng
उल्लाह,32,उल्लाह,Ullah
उल्‍्ला,2,उल््ला,Ulla
उल्‍्लाह,4,उल््लाह,Ullah
उषा,1,उषा,Usha
उष्माण,2,उष्माण,Ushman
उष्मान,5,उष्मान,Ushman
उसमान,21,उसमान,Usman
उसमानी,2,उसमानी,Usmani
उसमाल,1,उसमाल,Usmal
उसाव,1,उसाव,Usav
उसेव,1,उसेव,Usev
उस्ताप,1,उस्ताप,Ustap
उस्मान,28,उस्मान,Usman
उस्रमसह,1,उस्रमसह,Usramasah
उीन,1,उीन,Uni
उ्दिदह,1,उ्दिदह,Udideh
उ्दिदिह,1,उ्दिदिह,Udidih
ऊदृदीन,1,ऊदृदीन,Oodridin
ऊर्मयर,1,ऊर्मयर,Oormyr
ऋषि,4,ऋषि,Rishi
एँए,1,एँए,Ene
एकबाल,14,एकबाल,Ekbal
एकराम,20,एकराम,Ekram
एकरामा,2,एकरामा,Ekarama
एकरामुलहक,1,एकरामुलहक,Ekramulhaq
एकवार,1,एकवार,Ekavar
एकवाल,9,एकवाल,Ekaval
एक्राम,1,एक्राम,Ekram
एक्रामल,1,एक्रामल,Ekramal
एक्वाल,1,एक्वाल,Ekval
एखलाक,7,एखलाक,Ekhlaq
एखलाख,2,एखलाख,Ekhalakh
एचौधरी,1,एचौधरी,Echaudhary
एजाज,7,एजाज,Ejaz
एजाज़,2,एजाज़,Eijaz
एतांती,1,एतांती,Etanti
एनाबमॉल,1,एनाबमॉल,Enabmall
एनामउलहक,1,एनामउलहक,Enamulhaq
एनुन,1,एनुन,Enun
एनुल,5,एनुल,Enul
एनुस,1,एनुस,Enus
एन्तेशाम,1,एन्तेशाम,Entesham
एपंडित,3,एपंडित,Epandit
एपू्मांझी,1,एपू्मांझी,Epumanjhi
एफ,2,एफ,F
एफरोश,1,एफरोश,Efrosh
एम,2,एम,Am
एमंडल,1,एमंडल,Emendal
एमहतो,1,एमहतो,Emahto
एमांझी,5,एमांझी,Emanjhi
एमिश्र,1,एमिश्र,Emishra
एमुनल,1,एमुनल,Emunal
एमुल,1,एमुल,Emul
एम्तैयाज़,1,एम्तैयाज़,Emtaiyaz
एयुब,1,एयुब,Ayub
एरपसाद,1,एरपसाद,Erpasad
एरप्रसाद,13,एरप्रसाद,Erprasad
एरमांझञी,1,एरमांझञी,Ermanjhani
एरराम,1,एरराम,Eraram
एरशाद,2,एरशाद,Ershad
एराकी,4,एराकी,Eraki
एराज,1,एराज,Eraz
एल्ताफ़,1,एल्ताफ़,Eltaf
एल्‍मा,1,एल्मा,Elma
एविश्वकर्मा,1,एविश्वकर्मा,Evishvakarma
एसतेखार,1,एसतेखार,Estekhar
एसराम,1,एसराम,Esram
एसिंह,3,एसिंह,Esingh
एसिह,1,एसिह,Esih
एस्तियाक,1,एस्तियाक,Estiaq
एहतेशाम,6,एहतेशाम,Ehtesham
एहराब,1,एहराब,Ehrab
एहशान,2,एहशान,Ehshan
एहसान,20,एहसान,Ehsaan
एहसाव,1,एहसाव,Ehasav
एुकुमार,1,एुकुमार,Eukumar
एुकैवट,1,एुकैवट,Eucavat
एुचौधरी,1,एुचौधरी,Euchaudhry
एुपुद्धीन,1,एुपुद्धीन,Eupuddhin
एुमांझी,2,एुमांझी,Eumanjhi
एुमियाँ,1,एुमियाँ,Eumian
एुमिस्त्री,2,एुमिस्त्री,Eumistry
एुरसिंह,1,एुरसिंह,Erusingh
एुसिंह,3,एुसिंह,Eusingh
एुसुघरी,1,एुसुघरी,Eusughri
एु्मॉझ्नी,1,एु्मॉझ्नी,Eumojhny
एूमांझी,3,एूमांझी,Eumanjhi
एूसमान,1,एूसमान,Esuman
एृपांडेय,1,एृपांडेय,Eripandea
एृमांझी,3,एृमांझी,Erimanjhi
ए्चौधरी,1,ए्चौधरी,Echoudhary
ए्रमहतो,1,ए्रमहतो,Ermahto
ए्रमांझी,1,ए्रमांझी,Ermanjhi
ए्रराम,3,ए्रराम,Erram
ए्रिबहारी,1,ए्रिबहारी,Eribahari
ऐ,1,ऐ,A
ऐँम,1,ऐँम,Anm
ऐखलाक,1,ऐखलाक,Aikhlaq
ऐजाज,1,ऐजाज,Aijaz
ऐनुल,11,ऐनुल,Ainul
ऐनुलहक,4,ऐनुलहक,Anulhac
ऐपाण्डेय,1,ऐपाण्डेय,Aipandey
ऐप्रसाद,1,ऐप्रसाद,Aiprasad
ऐम,1,ऐम,Aim
ऐयाज,1,ऐयाज,Aiyaz
ऐयाज़,1,ऐयाज़,Aiyaz
ऐयुब,1,ऐयुब,Ayub
ऐयूब,2,ऐयूब,Ayub
ऐराकी,1,ऐराकी,Airaki
ऐेमहतौ,1,ऐेमहतौ,Aimehatau
ऐेशर्मा,1,ऐेशर्मा,Aisherma
ऑनद,1,ऑनद,Ond
ओसिम,1,ओसिम,Osim
औनुल,1,औनुल,Aunul
औया,1,औया,Oua
औरंगज़ेब,1,औरंगज़ेब,Aurangzeb
औरंगजेब,5,औरंगजेब,Aurangzeb
औली,1,औली,Ouli
औहाव,2,औहाव,Auhav
क?युम,1,कयुम,Kayum
कंचन,1,कंचन,Kanchan
कंसारी,1,कंसारी,Kansari
कईयुम,1,कईयुम,Kaiyum
ककुमार,2,ककुमार,Kakumar
कचहरी,1,कचहरी,Kacheri
कदरी,1,कदरी,Kadri
कदीर,1,कदीर,Kadeer
कन्दु,1,कन्दु,Kandu
कन्हैया,2,कन्हैया,Kanhaiya
कपूर,2,कपूर,Kapoor
कफ,1,कफ,Cuff
कबि,1,कबि,Kabi
कबीर,7,कबीर,Kabir
कबीरदउदृदीन,1,कबीरदउदृदीन,Kabiradudridin
कम,1,कम,Come
कमनुजामा,1,कमनुजामा,Kamanujama
कमर,6,कमर,Kamar
कमरबदुदीन,3,कमरबदुदीन,Kamarabadudin
कमरुजमा,1,कमरुजमा,Kamarujama
कमरुदीन,2,कमरुदीन,Kamarudeen
कमरुदुदीन,17,कमरुदुदीन,Kamarududeen
कमरुदृदीन,3,कमरुदृदीन,Kamarudrudin
कमरुद्दीन,1,कमरुद्दीन,Kamruddin
कमरू,1,कमरू,Kamru
कमरूउद्दीन,2,कमरूउद्दीन,Kamaruuddin
कमरूजजमा,1,कमरूजजमा,Kamarujajama
कमरूददीन,1,कमरूददीन,Kamruddin
कमरूदीन,15,कमरूदीन,Kamarudin
कमरूदृदीन,8,कमरूदृदीन,Kamarudridin
कमल,29,कमल,Kamal
कमलेश,4,कमलेश,Kamalesh
कमार,12,कमार,Kamar
कमाल,28,कमाल,Kamal
कमालउदीन,1,कमालउदीन,Kamalaudin
कमालउद्दीन,3,कमालउद्दीन,Kamalauddin
कमालुददीन,1,कमालुददीन,Kamaluddin
कमालुद्दीन,1,कमालुद्दीन,Kamaluddin
कमील,1,कमील,Kamil
कम्रूदीन,1,कम्रूदीन,Kamrudin
कयुब,1,कयुब,Kayub
कयुम,12,कयुम,Kayum
कयूम,13,कयूम,Qayoom
कय्यूम,2,कय्यूम,Qayyoom
कर,1,कर,Kar
करण,1,करण,Karan
करम,1,करम,Karam
करीम,36,करीम,Karim
करुज्जम,1,करुज्जम,Karuzzam
करूजजमा,1,करूजजमा,Karuzzama
कर्ण,1,कर्ण,Karna
कर्मा,51,कर्मा,Karma
कर्मा.,3,कर्मा,Karma
कलम,8,कलम,Kalam
कललु,3,कललु,Kalalu
कलाम,64,कलाम,Kalam
कलामुद्दीन,1,कलामुद्दीन,Kalamuddin
कलाल,1,कलाल,Kalal
कलि,1,कलि,Kali
कलिम,1,कलिम,Kalim
कलीफा,1,कलीफा,Kalifa
कलीम,68,कलीम,Kalim
कलीमउद्दीन,1,कलीमउद्दीन,Kalimuddin
कलू,1,कलू,Kalu
कलोम,1,कलोम,Kalom
कवर,11,कवर,Kavar
कवि,1,कवि,Kavi
कवीर,2,कवीर,Kavir
कवेत,2,कवेत,Kavet
कश्यप,9,कश्यप,Kashyap
कसार,1,कसार,Kasar
कसीन,1,कसीन,Casin
कसीम,1,कसीम,Kaseem
कस्यप,1,कस्यप,Kasyap
कहाना,1,कहाना,Kahana
कहार,11,कहार,Kahar
कांत,5,कांत,Kanth
कांदु,1,कांदु,Kandu
काइम,1,काइम,Kime
काजमी,2,काजमी,Kazmi
काज़ीम,1,काज़ीम,Kazim
काजिम,2,काजिम,Kazim
काजीम,1,काजीम,Kazim
कादरी,13,कादरी,Qadri
कादिर,3,कादिर,Kadir
कादिरी,1,कादिरी,Qadiri
कादीरी,1,कादीरी,Kadiri
कान्त,10,कान्त,Kant
कान्दु,6,कान्दु,Kandu
कान्दुदू,1,कान्दुदू,Kandudu
कान्दू,14,कान्दू,Kandu
कामेश्वर,1,कामेश्वर,Kameshwar
कारूमलीक,1,कारूमलीक,Karumlik
कालिम,2,कालिम,Kalim
कावट,1,कावट,Kavat
काशीचक,1,काशीचक,Kashichak
काशीम,4,काशीम,Kasheem
काश्पैय,1,काश्पैय,Kashpaiya
काश्यपेय,1,काश्यपेय,Kashyapey
कासमी,7,कासमी,Kasmi
कासिम,20,कासिम,Kasim
कासीम,28,कासीम,Kasim
काहन,1,काहन,Kahan
काहार,1,काहार,Kahar
काहौरासिया,1,काहौरासिया,Kahourasia
किरकु,2,किरकु,Kirku
किशन,1,किशन,Kishen
किशोर,61,किशोर,Kishore
किशोरप्रसाद,1,किशोरप्रसाद,Kishoraprasad
किशौर,2,किशौर,Kishour
किसकु,5,किसकु,Kisaku
किसरसिंह,1,किसरसिंह,Kisarasinh
किसान,3,किसान,Kisan
किस्कू,7,किस्कू,Kisku
किस्त्री,1,किस्त्री,Kistry
कील,1,कील,Keel
कीलो,1,कीलो,Keelo
कु,1,कु,Ku
कुँसिम,1,कुँसिम,Kunsim
कुंजड़ा,2,कुंजड़ा,Kunjada
कुंजरा,6,कुंजरा,Kunjara
कुंड,1,कुंड,Kund
कुंदन,2,कुंदन,Kundan
कुंमार,1,कुंमार,Kunmar
कुंर,3,कुंर,Kunr
कुंवर,2,कुंवर,Kunwar
कुइमर,1,कुइमर,Quimer
कुक्मर,2,कुक्मर,Kukmar
कुगुप्ता,1,कुगुप्ता,Kugupta
कुछुमार,5,कुछुमार,Kuchumar
कुजज,1,कुजज,Kuzaj
कुट्स,2,कुट्स,Cuts
कुठुमार,3,कुठुमार,Kuthumar
कुडंल,1,कुडंल,Kudanla
कुणाल,3,कुणाल,Kunal
कुददुस,1,कुददुस,Kuddus
कुदमार,6,कुदमार,Kudmar
कुदरत,9,कुदरत,Kudrat
कुदुदुश,4,कुदुदुश,Kududush
कुदुम,1,कुदुम,Kudum
कुदुमार,2,कुदुमार,Kudumar
कुदुश,9,कुदुश,Kudush
कुदुस,10,कुदुस,Kudus
कुदूस,4,कुदूस,Kudus
कुदृदुस,1,कुदृदुस,Cudridus
कुद्दुश,1,कुद्दुश,Kuddush
कुद्दुस,5,कुद्दुस,Cuddus
कुद्मार,1,कुद्मार,Kudmar
कुन्दन,1,कुन्दन,Kundan
कुपुमार,1,कुपुमार,Kupumar
कुब,1,कुब,Kub
कुबैन,1,कुबैन,Kubain
कुमर,25,कुमर,Kumar
कुमरा,2,कुमरा,Kumara
कुमर्व,1,कुमर्व,Kumarv
कुमा,4,कुमा,Kuma
कुमामर,1,कुमामर,Kumamar
कुमार,17746,कुमार,Kumar
कुमारयादव,1,कुमारयादव,Kumarayadav
कुमारसिन्हा,1,कुमारसिन्हा,Kumarasinha
कुमारह,1,कुमारह,Kumarah
कुमारी,25,कुमारी,Kumari
कुमारु,1,कुमारु,Kumaru
कुमार्‌,1,कुमार्,Kumar
कुम्नर,1,कुम्नर,Kumner
कुम्हार,6,कुम्हार,Kumhar
कुयाम्र,1,कुयाम्र,Quamra
कुर,1,कुर,Kur
कुरवान,2,कुरवान,Kuravan
कुरान,1,कुरान,Kuran
कुरेशी,1,कुरेशी,Kureshi
कुरेसी,1,कुरेसी,Kuresi
कुरैठैसी,1,कुरैठैसी,Kuraithaisi
कुरैशी,9,कुरैशी,Quraishi
कुरैसी,10,कुरैसी,Quraisi
कुर्बान,5,कुर्बान,Kurban
कुर्मी,1,कुर्मी,Kurmi
कुर्वान,1,कुर्वान,Kurvan
कुर्शी,1,कुर्शी,Kurshi
कुवार्या,1,कुवार्या,Kuvarya
कुवेट,1,कुवेट,Kuvet
कुश,1,कुश,Kush
कुशबाहा,5,कुशबाहा,Kushbaha
कुशमकार,1,कुशमकार,Kushamkar
कुशयुम,1,कुशयुम,Kushayum
कुशवाह,2,कुशवाह,Kushwah
कुशवाहा,136,कुशवाहा,Kushwaha
कुश्यूम,1,कुश्यूम,Kushyum
कुष्दास,1,कुष्दास,Kushdas
कुसमाकर,1,कुसमाकर,Kusmakar
कुसाव,1,कुसाव,Kusav
कुसुम,1,कुसुम,Kusum
कुहुद,1,कुहुद,Kuhud
कु०सिंह,1,कुसिंह,Kusingh
